"FeatureId","SaveDomainId","PersistentExpectation","CoverageStatus","SchemaOwner","CurrentImplementation","EvidenceOrReason","UnloadedCellPolicy","ReplacementPolicy","OwningMilestone","Notes"
"P1.AUTHORITY.114","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.101","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.102","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.103","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.104","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.105","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.106","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.107","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.108","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.109","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.110","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.111","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.112","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.113","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.MEDIA.114","media.state","Persistent","Planned","MSC.Media.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
