"FeatureId","Domain","FeatureName","Required","DonorVersionEvidence","DonorSources","PlayerVisibleBehavior","Dependencies","CurrentImplementation","Status","LegacyPresentation","SaveCoverage","UITelemetry","AudioCoverage","TestCoverage","KnownDifferences","OwnerMilestone","HumanDecision","Notes"
"P1.VEHICLE.019","Vehicles","Svoboda traffic car — complete role and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Locked VehiclesHighway Svoboda instance; VEHICLE_ROSTER.csv","Persistent Svoboda actor traverses the donor Highway route and becomes physical near the player","World; Traffic runtime; Vehicle/NWH; Save; Audio","Stable logical actor with bounded NWH physical wrapper","PartiallyImplemented","Replaceable TemporaryDirectImport Svoboda wrapper","traffic.state schema 1 additive ambient array","None","Temporary spatial Petteri fallback profile; per-model Wwise pending","Traffic 5/5; Save 28/28; NPC PlayMode 10/10","Damage/final audio and manual long-drive comparison pending","11B","Pending","No donor controller/FSM/runtime hierarchy dependency"
"P1.VEHICLE.020","Vehicles","Menace traffic car — complete role and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Locked VehiclesHighway Menace instance and weekday/weekend chance; VEHICLE_ROSTER.csv","Persistent probabilistic Menace actor traverses Highway and becomes physical near the player","World; Traffic runtime; Vehicle/NWH; Save; Audio","Stable deterministic 10 percent weekday / 40 percent weekend actor with retry-attempt state","PartiallyImplemented","Replaceable TemporaryDirectImport Menace wrapper","traffic.state schema 1 saves spawn, route and attempt count","None","Temporary spatial Petteri fallback profile; per-model Wwise pending","Probability/catalog tests in Traffic 5/5; Save 28/28; NPC PlayMode 10/10","Exact activation cadence/damage/final audio and manual frequency comparison pending","11B","Pending","No donor controller/FSM/runtime hierarchy dependency"
"P1.VEHICLE.021","Vehicles","KUSKI scripted car — complete role and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen TRAFFIC/RALLY/DRAGRACE hierarchy; VEHICLE_ROSTER.csv","KUSKI scripted car — complete role and state","World; Vehicle runtime; Items; Save; Audio","Nothing","EvidenceCaptured","Frozen vehicle presentation external; not runtime-bound","None","None","None","None","Complete role, state, damage, schedule and presentation not implemented","11B","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.VEHICLE.022","Vehicles","Amis/Jani car — complete role and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen KYLAJANI root/renderers/wheels/driver/passenger anchor and formation transforms; VEHICLE_ROSTER.csv; Phase1StoryTrafficPresentationManifest.json; exact Village/RoadRace/Highway routes; Phase1StoryTrafficR2BAudioManifest.json; NWH_VEHICLE_PHYSICS_2_INTEGRATION.md","Amis/Jani car — complete role and state","World; NPC foundation; Vehicle runtime; Save; Audio; story","11B-R4 exact Perajarvi formation and same-direction full Village/RoadRace/Highway return loop; dynamic Rigidbody/NWH wheel contact; project-owned powertrain and physical throttle/brake/steering; donor-range cruise, lane variation, pass/reverse/drift, typed crash/recovery, saved Suski switch and spatial telemetry-driven engine/music audio","PartiallyImplemented","Hash-locked donor car/driver/audio presentation with accepted BetterMSC Suski passenger; licensed NWH supplies wheel contact only; donor scripts/FSMs/physics excluded","npc.state schema 2 in document v13 covers route state and Suski rescue flag; loaded route progress is projected from the physical chassis; transient physical/audio state survives wrapper streaming","Locked 08A status fallback only","Seven stable spatial story-traffic events through IAudioBackend; Unity fallback mapped at 65/55/45/80 m; Wwise mix pending","NWH EditMode 4/4, physical PlayMode 5/5, NPC EditMode 19/19, NPC PlayMode 8/8 and vehicle-simulation EditMode 29/29; fresh 16:04 Perajarvi start and paired launch automated; manual full-loop comparison pending","Durable damage, exact story/race consequences, exact social-stop trigger and final Wwise mix remain unimplemented","11B","Pending","R4 physical-driving slice; row is not Verified"
"P1.VEHICLE.023","Vehicles","Amis/Petteri car — complete role and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen AMIS2 root/renderers/wheels/driver and formation transforms; VEHICLE_ROSTER.csv; Phase1StoryTrafficPresentationManifest.json; exact Village/RoadRace/Highway routes; Phase1StoryTrafficR2BAudioManifest.json; NWH_VEHICLE_PHYSICS_2_INTEGRATION.md","Amis/Petteri car — complete role and state","World; NPC foundation; Vehicle runtime; Save; Audio; story","11B-R4 exact rear-offset Perajarvi formation in Jani's direction and same full Village/RoadRace/Highway return loop; dynamic Rigidbody/NWH wheel contact; project-owned powertrain and physical controls; donor-range cruise, lane variation, pass/reverse/drift, typed crash/recovery and spatial telemetry-driven engine audio","PartiallyImplemented","Hash-locked donor car/driver/audio presentation in replaceable wrapper; licensed NWH supplies wheel contact only; donor scripts/FSMs/physics excluded","npc.state schema 2 in document v13 covers route state; loaded route progress is projected from the physical chassis; transient physical/audio state survives wrapper streaming","Locked 08A status fallback only","Stable spatial Petteri engine/skid/crash events through IAudioBackend; Unity fallback mapped; Wwise mix pending","NWH EditMode 4/4, physical PlayMode 5/5, NPC EditMode 19/19, NPC PlayMode 8/8 and vehicle-simulation EditMode 29/29; fresh 16:04 Perajarvi start and paired launch automated; manual full-loop comparison pending","Durable rivalry/crash damage, exact story consequences, exact social-stop trigger and final Wwise mix remain unimplemented","11B","Pending","R4 physical-driving slice; row is not Verified"
"P1.VEHICLE.024","Vehicles","Rally competitor cars — complete role and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen TRAFFIC/RALLY/DRAGRACE hierarchy; VEHICLE_ROSTER.csv","Rally competitor cars — complete role and state","World; Vehicle runtime; Items; Save; Audio","Nothing","EvidenceCaptured","Frozen vehicle presentation external; not runtime-bound","None","None","None","None","Complete role, state, damage, schedule and presentation not implemented","13B","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.VEHICLE.025","Vehicles","Drag-race cars — complete role and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen TRAFFIC/RALLY/DRAGRACE hierarchy; VEHICLE_ROSTER.csv","Drag-race cars — complete role and state","World; Vehicle runtime; Items; Save; Audio","Nothing","EvidenceCaptured","Frozen vehicle presentation external; not runtime-bound","None","None","None","None","Complete role, state, damage, schedule and presentation not implemented","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.VEHICLE.026","Vehicles","AI boats — complete role and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen TRAFFIC/RALLY/DRAGRACE hierarchy; VEHICLE_ROSTER.csv","AI boats — complete role and state","World; Vehicle runtime; Items; Save; Audio","Nothing","EvidenceCaptured","Frozen vehicle presentation external; not runtime-bound","None","None","None","None","Complete role, state, damage, schedule and presentation not implemented","11B","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.VEHICLE.027","Vehicles","Teimo bicycle — complete role and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","GAME TeimoInBike Move/SplineMove 105851/105852, Speed/Rotate 106628, Functions/Waving 106828 and GetIn/teimo_move_in evidence; path managers 106459/112267; route and character manifests","Teimo rides the donor-evidenced road vignettes to the shop and home on the original schedule with visible bicycle/rider presentation","World; NPC schedule/runtime; Save; Streaming; Legacy presentation","Project-owned curved 37-point routes in both directions; audited M04A1 coordinate translation; stable Teimo schedule binding; terrain conformance; timed shop arrival and stable-ID parked bicycle/service door presentation","PartiallyImplemented","Hash-locked private rider, hat, clear glasses, frame, pedals, two tires, two rims and motor-parts atlas wrapper; tires rotate 170 degrees per travelled metre, pedals at 1/3.5, procedural rider legs, exact tire contact and event-free greeting","npc.state persists active schedule, route, progress and once-per-day greeting eligibility; automated mid-route, arrival and streaming round trips pass","5 m clear-distance greeting; existing NPC interaction surface unchanged","No bicycle-specific audio mapped","NpcFoundationTests 16/16 and focused generated-character PlayMode 3/3; leg motion, timed arrival, parked bicycle visibility, door timing, contact height, day gate, cells, save and streaming covered","Collision-triggered donor ragdoll outcome is not implemented; user confirmed bicycle presence but leg contact, curved clearance, arrival/door and greeting await repeat in-world acceptance. Remount/walk recovery is Phase 2 only.","10B","Pending","Project-owned IDs and replacement keys; runtime never depends on donor hierarchy names/component IDs"
"P1.VEHICLE.028","Vehicles","Police/checkpoint vehicle variants — complete role and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen TRAFFIC/RALLY/DRAGRACE hierarchy; VEHICLE_ROSTER.csv","Police/checkpoint vehicle variants — complete role and state","World; Vehicle runtime; Items; Save; Audio","Nothing","EvidenceCaptured","Frozen vehicle presentation external; not runtime-bound","None","None","None","None","Complete role, state, damage, schedule and presentation not implemented","13B","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.NPC.001","NPC","Teimo shopkeeper/pub owner/bicyclist — presence, schedule, dialogue and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen STORE opening/speak/bicycle metadata; four exact move-bar root-position keys; counter-lean, cash-register, angry and kitchen action clips; NPC_ROSTER.csv; Phase1CharacterPresentationManifest.json","Teimo leans on the counter when idle, checks out purchases and returns to the lean, stays angry after a middle finger or urine hit until the next action/state, prepares pub food and walks through the store/pub passage","NPC foundation; World streaming; GameTime; Dialogue; Save; shop/pub services; bicycle vehicle/route","Accepted 10B stable NPC is extended with a four-waypoint floor-level store-to-pub route and 57 game-second walking schedule block. Service feedback invokes explicit register/drink actions and paid meal choreography; middle-finger aim or an actual urine-particle collision latches anger until an action/state replacement.","PartiallyImplemented","Hash-locked replaceable Teimo wrapper clamps teimo_lean_table_in for Idle/Working/Talking; register, angry, move, cook and handoff clips are presentation actions only. Bicycle presentation remains unchanged.","npc.state schema 2 persists schedule/route including the walking block; services.state persists paid handoffs; action/cooking coroutine progress is transient","08A status surface reports purchases and food preparation; existing dialogue/greeting feedback retained","Imported action/voice routing exists through project IDs; kitchen and complete conditional voice coverage pending","NPC EditMode 34/34, Service EditMode 49/49, Items EditMode 32/32 and Fluid Presentation EditMode 6/6 pass; generated wrapper and 80-item presentation builds passed; manual kitchen/provocation/store-to-pub acceptance pending","Complete conditional dialogue, final kitchen props/audio, action interruption/save recovery and manual final route/door alignment remain incomplete.","12A","Pending","Accepted 10B identity, schedule, save and bicycle foundations were extended without donor runtime/FSM authority."
"P1.NPC.002","NPC","Fleetari mechanic — presence, schedule, dialogue and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen REPAIRSHOP opening/work/service metadata; 32 locked workshop offers; NPC_ROSTER.csv; Phase1CharacterPresentationManifest.json","Fleetari is present on schedule and exposes his complete service brochure selection","NPC foundation; World streaming; GameTime; Dialogue; Save; repair/jobs","Accepted 10B stable instance remains authoritative. 12A-S1 adds an audited brochure interaction that browses all 32 offers and toggles the save-backed workshop selection with exclusive-group enforcement.","PartiallyImplemented","Existing hash-locked Fleetari wrapper retained; project-owned brochure interaction uses the accepted 08A status surface.","npc.state schema 2 persists NPC state; services.state schema 1 persists workshop selection","Catalog page, price, selected marker and total are visible through interaction/status feedback","Existing NPC event boundary retained; service-specific voice/audio pending","Service EditMode 49/49 and NPC EditMode 34/34 pass; manual brochure comparison pending","Paid ordering, vehicle intake, timed work and repair outcomes remain unavailable without the project-owned service vehicle/outcome backend.","12A","Pending","Catalog reachability is implemented; repair completion is deliberately not fabricated."
